Attendance Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create Time:2026/02/02 08:24:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Made Date:2026/01/01-2026/01/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee ID,Name,Department,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
337,,DIALYSIS,,,,,"08:09
08:09
","08:26
08:26
12:05
12:05
12:36
17:00
17:00
","08:25
12:03
12:03
13:00
13:00
17:02
17:02
","08:42
08:42
12:02
12:46
12:46
17:00
17:00
",,,,"08:16
08:16
12:00
12:00
12:34
12:34
17:00
17:00
","09:19
09:19
12:00
12:00
12:30
12:30
17:00
","08:33
08:33
12:03
12:03
12:13
12:13
17:00
17:00
",,,,,"08:22
08:22
12:11
12:11
12:32
12:33
17:00
17:00
","08:33
08:33
12:05
12:45
12:45
16:16
16:16
","08:31
08:31
12:07
12:07
12:29
12:29
17:00
","08:34
08:34
12:40
12:40
12:53
17:00
17:00
","08:38
08:38
12:07
12:07
12:23
17:00
17:00
",,,"08:09
08:09
12:10
12:10
12:26
12:26
17:02
","12:26
12:59
12:59
17:00
17:00
","08:46
12:15
12:15
12:55
12:55
12:55
17:00
17:00
","08:35
08:35
12:14
12:14
17:00
17:00
","08:41
08:41
12:33
12:33
17:00
",
341,,DIALYSIS,,,,,,"07:32
12:26
12:52
17:01
","07:29
12:04
12:43
17:02
","07:28
12:10
12:40
17:00
","07:24
12:14
12:33
15:03
",,,"07:16
12:03
12:30
17:00
","07:21
12:06
12:32
17:00
","07:24
12:14
12:33
17:00
","07:24
12:04
12:33
","07:29
12:06
12:39
17:00
",,,"07:14
12:12
12:32
17:01
","07:27
12:05
12:45
17:01
","07:28
12:06
12:28
17:01
","07:53
12:00
12:40
17:00
","07:49
12:10
17:01
",,,"07:02
12:10
12:34
17:03
","08:00
12:01
12:23
17:01
","07:48
12:07
12:31
17:05
17:06
","07:22
12:03
12:27
17:01
","07:41
12:01
12:27
17:01
",
348,,DIALYSIS,,,"07:24
",,,"07:36
12:05
12:23
17:01
","07:37
12:04
12:34
16:05
","06:42
12:01
12:12
16:00
","06:39
12:16
12:30
16:01
16:10
",,,"06:38
12:05
12:15
16:01
","06:50
12:07
12:23
16:11
","06:45
12:11
12:24
16:04
","06:57
12:01
12:25
16:03
","06:54
12:02
12:24
16:05
",,,"06:47
12:12
12:27
16:02
","06:56
12:06
16:02
","06:54
12:04
12:29
16:03
","07:00
12:07
12:22
16:02
","06:53
12:16
12:31
16:01
",,,"06:50
12:07
12:28
16:29
","07:06
12:28
12:40
16:04
","06:57
12:07
12:29
16:01
","06:55
12:12
12:27
16:02
",,
335,,DIALYSIS,"07:31
",,,,"07:30
12:14
12:24
17:00
","07:34
12:05
12:17
17:01
","07:36
12:01
12:42
17:00
","07:40
12:01
12:33
17:01
","07:45
12:00
12:14
17:03
",,,"07:33
12:04
12:18
17:00
","07:45
12:03
12:17
17:00
","07:54
12:06
12:19
",,"07:39
12:02
12:17
17:01
17:01
",,,"07:46
12:18
12:44
17:00
","07:40
12:01
12:26
17:01
","07:39
12:02
12:26
17:00
","07:44
12:05
12:19
12:22
17:00
","07:31
12:01
12:18
17:00
",,,"07:28
12:07
12:20
17:02
","07:30
12:00
12:33
17:01
","07:43
12:14
12:29
17:00
","07:46
12:02
12:19
17:01
","07:42
12:02
12:19
17:00
",
244,,DIALYSIS,"12:13
12:32
16:04
","06:42
12:05
12:32
16:04
","06:50
12:11
12:27
16:01
",,,,"06:50
12:01
12:31
16:04
","06:53
12:05
12:40
16:04
","06:57
12:14
12:35
16:01
","09:46
18:01
",,,,"06:54
12:09
12:42
16:03
","06:53
12:22
12:43
16:03
","06:47
12:18
12:35
16:03
","06:53
12:19
12:29
16:02
",,,"06:57
12:02
12:26
16:04
","06:56
12:06
12:37
16:03
","06:57
12:03
12:43
16:01
","06:58
12:02
12:32
16:01
","06:56
12:05
12:46
16:01
",,,,"06:59
12:06
12:20
16:01
","06:54
12:09
12:33
16:03
","06:57
12:01
12:29
16:12
","06:44
12:02
12:35
16:03
"
87,,DIALYSIS,"08:08
12:28
12:47
16:25
","07:59
12:03
17:00
","08:01
12:03
12:14
17:00
",,,,"08:04
12:05
12:27
17:02
","08:09
12:04
12:16
17:00
","07:59
12:26
17:02
","07:03
12:50
16:38
",,,,"07:05
","07:59
12:01
12:24
17:01
","08:00
12:21
12:43
17:00
","07:16
12:14
12:28
17:01
",,,,"07:29
12:22
12:35
17:01
","08:04
12:02
12:19
17:02
","08:00
12:01
12:47
17:01
","07:56
12:19
12:45
17:00
",,,,,,"08:11
13:30
","07:55
12:00
12:37
17:00
"
331,,DIALYSIS,,,,,,"08:02
12:03
12:18
17:01
","07:50
12:04
12:27
17:01
","07:48
12:01
12:33
17:00
","07:54
12:00
12:11
17:01
","07:26
12:03
12:25
17:00
",,,"07:57
12:00
12:16
17:00
","08:06
12:00
12:19
17:00
","08:06
12:00
12:23
17:00
","08:04
12:18
12:31
17:00
","07:42
12:01
12:29
17:00
",,,"08:03
12:04
12:26
17:00
","08:04
12:00
12:28
17:01
","08:31
12:03
12:41
17:01
","07:59
12:11
12:23
17:00
","07:26
12:45
12:57
17:00
",,,"07:58
12:01
12:23
17:02
","08:03
12:06
12:24
17:04
","08:09
12:16
12:45
17:01
","07:59
12:02
12:44
17:00
","07:55
12:00
12:17
13:49
"
390,,DIALYSIS,,,,,,"06:51
12:03
12:30
17:01
","06:43
12:03
12:42
16:05
","06:44
12:03
12:40
16:04
","06:41
12:16
12:33
16:01
","06:31
12:03
12:25
16:07
",,,"06:00
12:12
12:32
16:12
","06:38
12:11
12:29
16:06
","06:31
12:01
12:32
16:06
","06:38
12:05
12:38
16:06
","06:35
12:08
12:33
16:02
",,,"12:06
12:25
16:05
","06:40
12:06
12:24
16:04
","06:43
12:03
12:24
16:01
","06:45
12:01
12:35
16:01
","06:44
12:15
12:39
16:02
",,,"06:11
12:03
12:34
16:01
","06:47
12:06
12:29
16:01
","06:44
12:06
12:27
16:02
","06:38
12:01
12:21
16:16
",
325,,DIALYSIS,,"08:48
","15:13
15:13
",,,,,,"08:27
08:27
",,,,,,,"08:52
08:52
08:52
","13:11
",,,,,,"09:16
","11:30
",,,,,,"09:30
","11:02
"
760,,DIALYSIS,,,,,"08:35
",,,,,,,,,,,,,,,,,,,,,,,,,,
761,,DIALYSIS,,,,,"08:35
12:07
17:01
","07:19
12:03
12:40
17:01
","07:10
12:04
12:43
17:01
","07:15
12:01
12:28
17:00
","07:05
12:01
12:27
17:01
",,,"06:57
12:04
12:43
17:00
","07:10
12:03
12:52
17:00
","06:59
12:02
12:39
17:00
",,"07:04
12:02
12:45
17:01
",,,"07:09
12:11
12:22
17:03
","07:03
12:02
12:44
17:01
","07:07
12:06
12:21
17:01
","06:55
12:01
12:48
17:00
","07:10
12:01
12:37
17:00
",,,"07:02
12:03
12:38
17:01
",,"07:04
07:04
12:07
12:46
17:01
","07:04
12:43
17:01
","07:01
12:03
12:15
17:01
",
762,,DIALYSIS,,,,,"08:35
",,,,,,,,,,,,,,,,,,,,,,,,,,
763,,DIALYSIS,,,,,"08:35
",,,,,,,"05:53
12:04
12:18
17:00
",,,,,,,"07:51
12:27
12:33
17:00
",,,,,,,"07:24
12:11
12:51
17:01
",,,,,
764,,DIALYSIS,,,,,"08:35
",,,,,,,"05:53
12:04
12:18
17:00
",,,,,,,"07:51
12:27
12:33
17:01
",,,,,,,"07:23
12:11
12:52
17:00
",,,,,
765,,DIALYSIS,,,,,"08:35
",,,,,,,,,,,"07:43
12:06
12:39
17:00
",,,"07:21
12:20
17:00
",,,,,,,,,,"07:42
12:26
12:41
17:01
",,
